time_ns;time_s;Length;avg_time;std_time;avg_length;std_length
10726479200;10,7264792;13,9661559;;;;
8109358700;8,1093587;14,40235025;;;;
11744613000;11,744613;13,85647194;;;;
11976590400;11,9765904;13,94775868;;;;
8661058500;8,6610585;13,50532299;;;;
10746271400;10,7462714;14,26589692;;;;
9565048300;9,5650483;14,32064204;;;;
8908465100;8,9084651;14,16501748;;;;
12437875000;12,437875;13,78768395;;;;
12600600100;12,6006001;13,74644046;;;;
6641487600;6,6414876;14,61275611;;;;
11939371700;11,9393717;13,74157163;;;;
8415139900;8,4151399;13,95434703;;;;
7529033300;7,5290333;14,19759267;;;;
13559765800;13,5597658;13,91373112;;;;
9430985300;9,4309853;14,56223589;;;;
12417042800;12,4170428;14,12240191;;;;
9705890100;9,7058901;14,09201039;;;;
10557739900;10,5577399;13,97412746;;;;
7997221300;7,9972213;14,23038154;;;;
12272842500;12,2728425;13,8118402;;;;
14018393400;14,0183934;14,14480824;;;;
8792067900;8,7920679;14,13642193;;;;
12133110100;12,1331101;13,75747811;;;;
13339701500;13,3397015;13,97036456;;;;
10180254200;10,1802542;14,16300301;;;;
9151089900;9,1510899;14,32954332;;;;
12648860700;12,6488607;13,80842051;;;;
10822377500;10,8223775;14,20516854;;;;
8715021900;8,7150219;13,936907;;;;
10577863700;10,5778637;14,25450671;;;;
6926620900;6,9266209;14,61944954;;;;
9939035900;9,9390359;14,27747734;;;;
6362057300;6,3620573;14,15105883;;;;
9924538600;9,9245386;14,15446954;;;;
10771668200;10,7716682;13,58526931;;;;
8191851300;8,1918513;14,2054386;;;;
11909610000;11,90961;13,81933393;;;;
12878220100;12,8782201;13,70288448;;;;
10710043500;10,7100435;14,22012395;;;;
9377943700;9,3779437;13,91258465;;;;
10538616400;10,5386164;13,79922064;;;;
10284162000;10,284162;13,85838285;;;;
8315538300;8,3155383;14,42024644;;;;
9868244000;9,868244;14,14485849;;;;
9060407300;9,0604073;14,01855239;;;;
9451084300;9,4510843;14,19860902;;;;
9105409600;9,1054096;14,09237414;;;;
9946843500;9,9468435;13,85455978;;;;
12127251500;12,1272515;13,79354987;;;;
12999634800;12,9996348;14,12620605;;;;
8929098400;8,9290984;14,52948582;;;;
13145791400;13,1457914;13,92372945;;;;
10652818700;10,6528187;14,0610685;;;;
11132286300;11,1322863;14,19238716;;;;
10031067300;10,0310673;13,86046936;;;;
10564077100;10,5640771;13,81891179;;;;
11864203300;11,8642033;13,94156919;;;;
10034518900;10,0345189;13,9442745;;;;
10235123800;10,2351238;14,5632542;;;;
10494075100;10,4940751;13,78999962;;;;
10196630300;10,1966303;14,2806774;;;;
12365503600;12,3655036;14,03194464;;;;
10230016400;10,2300164;14,22795227;;;;
10997747800;10,9977478;13,9871477;;;;
7624877100;7,6248771;14,20711641;;;;
12356960600;12,3569606;14,01215521;;;;
9511349400;9,5113494;13,79376029;;;;
8342881700;8,3428817;13,89142197;;;;
6222376000;6,222376;14,24610714;;;;
11030434100;11,0304341;14,03725634;;;;
10266581900;10,2665819;14,02188444;;;;
11298805100;11,2988051;14,05358974;;;;
11646053000;11,646053;13,99593599;;;;
11296611400;11,2966114;13,84346605;;;;
12257421000;12,257421;14,03389116;;;;
10917228600;10,9172286;14,01806604;;;;
11104497700;11,1044977;14,0268197;;;;
11166451800;11,1664518;14,03439584;;;;
9899532100;9,8995321;14,11406988;;;;
7618200400;7,6182004;13,93032513;;;;
10641589300;10,6415893;14,26670367;;;;
12775167100;12,7751671;14,32997171;;;;
9948748300;9,9487483;14,38736174;;;;
8459963200;8,4599632;14,25024687;;;;
9534559100;9,5345591;13,82781325;;;;
9997207100;9,9972071;13,89049369;;;;
10759948100;10,7599481;13,99982438;;;;
11270867000;11,270867;13,82643826;;;;
10809633500;10,8096335;13,76814303;;;;
9815073300;9,8150733;13,9109097;;;;
8352987600;8,3529876;14,23142463;;;;
11486782400;11,4867824;14,03958076;;;;
13559572200;13,5595722;13,7472584;;;;
11914961000;11,914961;13,90854327;;;;
9176625800;9,1766258;13,58197519;;;;
9632969300;9,6329693;13,76884695;;;;
9718540800;9,7185408;13,70618602;;;;
9634429400;9,6344294;13,76366541;;;;
11075821100;11,0758211;14,16334475;;;;
;;;;;;
;10,37009068;14,03619873;;;;
;1,667750172;0,230959613;;;;
;;0;;;;
