time_ns;time_s;Length;avg_time;std_time;avg_length;std_length
13641733000;13,641733;14,15751213;;;;
13113457000;13,113457;14,37227846;;;;
12438997800;12,4389978;14,23976706;;;;
12448576500;12,4485765;15,28844091;;;;
12279025100;12,2790251;14,44012793;;;;
13323686200;13,3236862;15,22245304;;;;
12870924800;12,8709248;14,69876922;;;;
11850230400;11,8502304;14,92478479;;;;
12840180900;12,8401809;14,21799206;;;;
13026108600;13,0261086;14,41951781;;;;
13196172200;13,1961722;14,02555052;;;;
13031065800;13,0310658;14,14581869;;;;
12464803300;12,4648033;14,36371771;;;;
13091778400;13,0917784;14,36473544;;;;
12790681400;12,7906814;14,1736718;;;;
11807621200;11,8076212;14,57721872;;;;
12617922300;12,6179223;14,46335582;;;;
13324201400;13,3242014;14,57186736;;;;
12701419400;12,7014194;14,75988861;;;;
12276003700;12,2760037;14,24046858;;;;
12861937600;12,8619376;14,47399735;;;;
13711573200;13,7115732;14,65666063;;;;
13017272800;13,0172728;14,45541523;;;;
12836537700;12,8365377;14,29217065;;;;
13443662300;13,4436623;14,71527009;;;;
12742100000;12,7421;14,91192418;;;;
13204562100;13,2045621;14,41006435;;;;
13560512400;13,5605124;14,41109413;;;;
12323540000;12,32354;14,42882034;;;;
12812754200;12,8127542;14,76766108;;;;
13502924800;13,5029248;14,78564629;;;;
12681776100;12,6817761;14,92324688;;;;
12813758900;12,8137589;14,26142109;;;;
12248140300;12,2481403;15,2367141;;;;
12382207600;12,3822076;15,0363041;;;;
13103018100;13,1030181;14,39871926;;;;
12164760300;12,1647603;14,36363507;;;;
13088699500;13,0886995;14,10426199;;;;
12055961800;12,0559618;15,16903999;;;;
14602855000;14,602855;14,37199068;;;;
13318907500;13,3189075;14,79986086;;;;
12165875600;12,1658756;14,64956404;;;;
13308837100;13,3088371;15,07157256;;;;
13413084500;13,4130845;14,67370899;;;;
11812111500;11,8121115;14,35950205;;;;
12666379200;12,6663792;14,43217009;;;;
12589970900;12,5899709;14,21807786;;;;
12334764200;12,3347642;14,37088652;;;;
13090794400;13,0907944;14,4815736;;;;
12014899700;12,0148997;14,59515714;;;;
13015056100;13,0150561;14,60393648;;;;
12696567100;12,6965671;14,79942026;;;;
13852437300;13,8524373;14,19996681;;;;
12775030300;12,7750303;14,55597793;;;;
12632802500;12,6328025;15,01440579;;;;
12342477100;12,3424771;14,67320765;;;;
11963619400;11,9636194;14,13502019;;;;
12632226400;12,6322264;15,10834664;;;;
13420667000;13,420667;14,37503989;;;;
13233880200;13,2338802;14,53488419;;;;
12968182100;12,9681821;15,09897714;;;;
14274304600;14,2743046;14,21925178;;;;
13035371600;13,0353716;14,19144854;;;;
12590831800;12,5908318;14,53142738;;;;
12718149200;12,7181492;14,73123105;;;;
13390931800;13,3909318;14,71607213;;;;
12558126100;12,5581261;14,88011593;;;;
12111348500;12,1113485;14,48696911;;;;
12438491800;12,4384918;13,91218741;;;;
11961135900;11,9611359;14,5019539;;;;
12793908400;12,7939084;14,38642341;;;;
13127102400;13,1271024;14,53503506;;;;
13255464900;13,2554649;14,52656535;;;;
12007266600;12,0072666;14,7522598;;;;
12751600200;12,7516002;14,90428702;;;;
12890897800;12,8908978;14,48777375;;;;
13965965400;13,9659654;14,37587059;;;;
13675187300;13,6751873;14,527988;;;;
13276906700;13,2769067;14,51333439;;;;
13032861200;13,0328612;14,24386127;;;;
13614624500;13,6146245;14,23099241;;;;
13442869500;13,4428695;14,20131808;;;;
12461017700;12,4610177;14,52335308;;;;
14272313700;14,2723137;14,34217393;;;;
12796410700;12,7964107;14,37745867;;;;
13497884400;13,4978844;14,61495093;;;;
12187888700;12,1878887;14,45078756;;;;
13567576500;13,5675765;14,6718343;;;;
13035418200;13,0354182;14,63943178;;;;
12051977800;12,0519778;14,52480066;;;;
12745198600;12,7451986;14,40159343;;;;
11975042700;11,9750427;14,46464367;;;;
13882077000;13,882077;14,24653365;;;;
13122989200;13,1229892;14,15448703;;;;
13267179900;13,2671799;14,71268203;;;;
11936215800;11,9362158;14,78603679;;;;
12636516000;12,636516;14,94325466;;;;
12986958000;12,986958;15,58390989;;;;
12389544100;12,3895441;14,30151324;;;;
12209616400;12,2096164;14,91280468;;;;
;;;;;;
;12,86476886;14,55101867;;;;
;0,583512481;0,307207057;;;;
;;0;;;;
