time_ns,time_s,Length
869741100.0,0.8697411,14.470317289776284
4445022100.0,4.4450221,13.894246731761099
413134800.0,0.4131348,nan
5228801600.0,5.228801600000001,14.035323102454907
3431312700.0,3.4313127000000003,14.04289947642506
414386200.0,0.41438620000000004,nan
2682833100.0,2.6828331000000003,13.917392222672728
376601100.0,0.3766011,nan
420609200.0,0.4206092,nan
678172500.0,0.6781725000000001,nan
1264753600.0,1.2647536000000001,14.148321945217882
7188697400.0,7.188697400000001,14.588060189031957
6291702500.0,6.2917025,14.028172638731167
4355913600.0,4.3559136,14.34644016555232
1045373000.0,1.045373,14.028784669138313
442213800.0,0.44221380000000005,nan
3457819400.0,3.4578194000000004,14.100509329055313
2102400200.0,2.1024002,14.451809475420092
1838632800.0,1.8386328,14.161438017198227
414003900.0,0.41400390000000004,nan
1307162900.0,1.3071629,14.883725211785011
1364403900.0,1.3644039000000001,14.403929980740896
423901600.0,0.42390160000000005,nan
11113932800.0,11.1139328,14.0128136010469
1103996900.0,1.1039969,14.07742507714288
449984500.0,0.4499845,nan
7992235800.0,7.9922358000000004,14.085052187282832
1251878800.0,1.2518788,14.29455798569443
5531328000.0,5.531328,14.259179111386663
450997600.0,0.45099760000000005,nan
2116533700.0,2.1165337,13.936680822726302
14111810700.0,14.111810700000001,13.981408180038446
2713426700.0,2.7134267000000003,14.192170862846016
412998100.0,0.41299810000000003,nan
385000900.0,0.38500090000000003,nan
1021955600.0,1.0219556,14.68090286540486
523004200.0,0.5230042,nan
388000000.0,0.388,nan
761515400.0,0.7615154000000001,nan
7700786400.0,7.7007864,14.03333976951606
7633467200.0,7.6334672,14.120763313243227
7875417400.0,7.875417400000001,13.85194637226361
1064282100.0,1.0642821,nan
10612777900.0,10.612777900000001,13.936290217799321
931874600.0,0.9318746000000001,nan
1024586900.0,1.0245869,nan
3203120900.0,3.2031209,14.23086131827148
1117797400.0,1.1177974000000002,nan
22106006900.0,22.1060069,14.232363381359391
12656494200.0,12.656494200000001,13.989249365693897
14256261700.0,14.256261700000001,14.022225799714853
6306321200.0,6.3063212,14.010896933448642
16721593000.0,16.721593000000002,14.101371377046403
1273565200.0,1.2735652000000002,nan
37384902300.0,37.3849023,13.87199368710853
1027286700.0,1.0272867,nan
3623708500.0,3.6237085,14.497720810964983
2089866900.0,2.0898669,14.416140330942337
12925486900.0,12.925486900000001,13.917048887980544
17473339700.0,17.4733397,14.094348793377614
31586383500.0,31.586383500000004,13.88477022535723
6165771100.0,6.165771100000001,14.176981645191846
1577274500.0,1.5772745000000001,nan
1625865100.0,1.6258651000000002,nan
7688286200.0,7.6882862,14.107279754257576
14407533400.0,14.4075334,13.968617246492261
17313627000.0,17.313627,14.664101963656138
2369531500.0,2.3695315000000003,14.03302639418227
998732900.0,0.9987329,nan
10276576600.0,10.2765766,13.909352652424307
23214899500.0,23.2148995,13.962213945936414
3426357000.0,3.4263570000000003,14.302960237267623
2633950400.0,2.6339504000000002,14.068604643094606
986748900.0,0.9867489,nan
1483781900.0,1.4837819,nan
1179747400.0,1.1797474000000001,nan
6576548600.0,6.576548600000001,14.332732525974588
7553356400.0,7.5533564,14.197684660528653
4951027700.0,4.9510277,13.976686447653458
10252651000.0,10.252651,14.267638352302114
6586065500.0,6.5860655,13.994396911984682
22588080600.0,22.5880806,13.867960416297729
16362845600.0,16.3628456,14.226201597057033
4470974200.0,4.470974200000001,14.042627091744453
2701516100.0,2.7015161,14.420904627995668
3798551600.0,3.7985516,14.365677817908146
8522259000.0,8.522259,13.982926930430256
969458400.0,0.9694584,nan
1018870500.0,1.0188705,nan
18452403200.0,18.452403200000003,13.840583720640845
12277828800.0,12.2778288,13.79745316223599
17840237600.0,17.840237600000002,14.624220605536834
4289028000.0,4.289028,14.427949575772576
6906407000.0,6.906407000000001,13.992707791108627
22322088700.0,22.322088700000002,14.025963649064535
14783762500.0,14.783762500000002,14.110928140363498
9990725200.0,9.9907252,13.87426067952742
9878539900.0,9.8785399,14.136981653136598
9657036700.0,9.6570367,14.365499888365713
16055071900.0,16.0550719,14.54708814058953
