time_ns;time_s;Length;avg_time;std_time;avg_length;std_length
10056360700;10,0563607;nan;;;;
10556224500;10,5562245;nan;;;;
10340002300;10,3400023;nan;;;;
10265041800;10,2650418;nan;;;;
10276405800;10,2764058;nan;;;;
9801661900;9,8016619;nan;;;;
9887672700;9,8876727;nan;;;;
10051874900;10,0518749;14,34138703;;;;
11047615800;11,0476158;nan;;;;
10752261600;10,7522616;nan;;;;
10213987000;10,213987;nan;;;;
10437801700;10,4378017;nan;;;;
10549956000;10,549956;nan;;;;
10808018100;10,8080181;nan;;;;
11105428400;11,1054284;nan;;;;
10238077000;10,238077;nan;;;;
10218234900;10,2182349;nan;;;;
11020842900;11,0208429;nan;;;;
10107843700;10,1078437;nan;;;;
10043927800;10,0439278;nan;;;;
10226397000;10,226397;nan;;;;
10283735300;10,2837353;nan;;;;
10939112000;10,939112;nan;;;;
9803130700;9,8031307;nan;;;;
10485264500;10,4852645;nan;;;;
10663431400;10,6634314;nan;;;;
9717358700;9,7173587;nan;;;;
10895898800;10,8958988;nan;;;;
10934023400;10,9340234;nan;;;;
10539100500;10,5391005;nan;;;;
9627254700;9,6272547;nan;;;;
11237940700;11,2379407;nan;;;;
10525872200;10,5258722;nan;;;;
10548377400;10,5483774;nan;;;;
10577318100;10,5773181;nan;;;;
10128149500;10,1281495;nan;;;;
10854883300;10,8548833;nan;;;;
10735439800;10,7354398;nan;;;;
9904363900;9,9043639;nan;;;;
10282330200;10,2823302;nan;;;;
10117193400;10,1171934;nan;;;;
10887147000;10,887147;nan;;;;
11117109100;11,1171091;nan;;;;
9943594300;9,9435943;nan;;;;
10119260700;10,1192607;nan;;;;
10613677000;10,613677;nan;;;;
11030701600;11,0307016;nan;;;;
10595056400;10,5950564;14,04369482;;;;
10481152100;10,4811521;nan;;;;
9986789000;9,986789;nan;;;;
10432038700;10,4320387;nan;;;;
10617665600;10,6176656;nan;;;;
11435565100;11,4355651;nan;;;;
10563526600;10,5635266;nan;;;;
10873566900;10,8735669;nan;;;;
11276399200;11,2763992;nan;;;;
10560712600;10,5607126;nan;;;;
10863203500;10,8632035;nan;;;;
10408177000;10,408177;nan;;;;
10354681300;10,3546813;nan;;;;
10153114200;10,1531142;nan;;;;
9853419100;9,8534191;nan;;;;
10908800800;10,9088008;nan;;;;
10698198500;10,6981985;nan;;;;
10828690000;10,82869;nan;;;;
10463968200;10,4639682;nan;;;;
10430588300;10,4305883;13,85532855;;;;
10690747900;10,6907479;nan;;;;
10481744800;10,4817448;nan;;;;
10886934100;10,8869341;nan;;;;
10407782800;10,4077828;nan;;;;
10142084500;10,1420845;nan;;;;
10326196500;10,3261965;nan;;;;
10088385900;10,0883859;nan;;;;
9270031600;9,2700316;nan;;;;
11324641000;11,324641;nan;;;;
10620980200;10,6209802;nan;;;;
11102990700;11,1029907;nan;;;;
10586108000;10,586108;nan;;;;
10771563300;10,7715633;nan;;;;
10651890500;10,6518905;nan;;;;
9736269200;9,7362692;nan;;;;
11417908000;11,417908;14,46192366;;;;
9807912900;9,8079129;nan;;;;
9526221300;9,5262213;nan;;;;
10386432300;10,3864323;nan;;;;
10021144900;10,0211449;nan;;;;
11420580100;11,4205801;nan;;;;
10819137000;10,819137;nan;;;;
10539003500;10,5390035;nan;;;;
10277142500;10,2771425;nan;;;;
10701766000;10,701766;nan;;;;
10759240700;10,7592407;nan;;;;
10425538900;10,4255389;nan;;;;
10350522600;10,3505226;nan;;;;
10349669200;10,3496692;nan;;;;
9816227800;9,8162278;nan;;;;
10140346100;10,1403461;nan;;;;
11144981300;11,1449813;nan;;;;
10312461700;10,3124617;nan;;;;
;;;;;;
;10,47607206;14,17558352;;;;
;0,444048931;0,239499141;;;;
;;96;;;;
