time_ns,time_s,Length
1673304600.0,1.6733046,nan
8867352900.0,8.8673529,nan
1729512700.0,1.7295127000000001,nan
1781689000.0,1.781689,nan
2375308700.0,2.3753087,nan
9165584300.0,9.1655843,16.03941257106888
1896089500.0,1.8960895000000002,nan
2848520300.0,2.8485203,16.46179003114842
2186232700.0,2.1862327,nan
2105424800.0,2.1054248,nan
11550007400.0,11.5500074,15.268519536184542
1858095000.0,1.858095,nan
17842590200.0,17.8425902,15.52279535066736
1633546600.0,1.6335466,nan
4869600600.0,4.8696006,15.134665850775546
4058063500.0,4.0580635,16.246265645804847
2072406400.0,2.0724064,nan
1935938900.0,1.9359389,nan
1649516500.0,1.6495165,nan
2198404800.0,2.1984048,nan
1699877700.0,1.6998777,nan
1476431100.0,1.4764311,nan
1364139900.0,1.3641399,nan
3015423300.0,3.0154233,nan
1958005300.0,1.9580053000000002,nan
8646368100.0,8.6463681,15.244531171740665
19694912300.0,19.694912300000002,14.762200979834157
1938259300.0,1.9382593000000001,nan
21951996100.0,21.951996100000002,15.195128468583857
1613300700.0,1.6133007000000001,nan
1893683300.0,1.8936833000000002,nan
1528299500.0,1.5282995000000001,nan
1656997800.0,1.6569978,nan
1943007000.0,1.9430070000000002,nan
1835768100.0,1.8357681000000001,nan
1807195800.0,1.8071958000000001,nan
11984505200.0,11.984505200000001,15.354985080930355
2531745400.0,2.5317454,nan
2490000100.0,2.4900001,nan
2292216200.0,2.2922162,nan
1655404700.0,1.6554047,nan
2021052400.0,2.0210524000000003,nan
1599727400.0,1.5997274000000001,nan
1436738100.0,1.4367381000000001,nan
1818839100.0,1.8188391000000002,nan
2097720200.0,2.0977202,nan
1971151300.0,1.9711513,nan
1975678200.0,1.9756782000000002,nan
17041082200.0,17.0410822,15.313754794815846
2017544900.0,2.0175449000000003,nan
1946266400.0,1.9462664,nan
1866655400.0,1.8666554000000002,nan
1922200100.0,1.9222001000000002,nan
1743107300.0,1.7431073000000001,nan
2001196400.0,2.0011964,nan
1999500400.0,1.9995004,nan
2245008100.0,2.2450081,nan
1722197700.0,1.7221977000000002,nan
1902692700.0,1.9026927,nan
1956346500.0,1.9563465000000002,nan
1714137600.0,1.7141376000000002,nan
4301898600.0,4.3018986,nan
5256097600.0,5.2560976,15.7603260519382
2152596900.0,2.1525969000000003,nan
2261658300.0,2.2616583,nan
1788008000.0,1.788008,nan
1980699600.0,1.9806996000000001,nan
12903607500.0,12.903607500000001,15.172947405687559
1757336100.0,1.7573361,nan
2078573700.0,2.0785737,nan
2174783600.0,2.1747836,nan
3007408000.0,3.0074080000000003,16.136517999641335
1972262800.0,1.9722628000000002,nan
2307665300.0,2.3076653,nan
2029422200.0,2.0294222,nan
1400262600.0,1.4002626,nan
2046618200.0,2.0466182,nan
2455264700.0,2.4552647000000003,nan
3890123200.0,3.8901232,17.00633513649956
1833636800.0,1.8336368,nan
1784531500.0,1.7845315000000002,nan
7486537200.0,7.486537200000001,14.688983350189071
1955689600.0,1.9556896000000001,nan
2139656400.0,2.1396564000000002,nan
1937029500.0,1.9370295000000002,nan
1893167700.0,1.8931677,nan
1928560800.0,1.9285608,nan
1546099500.0,1.5460995000000002,nan
1619999700.0,1.6199997000000002,nan
1933808800.0,1.9338088000000002,nan
1739336900.0,1.7393369,nan
1713374300.0,1.7133743000000001,nan
1786001600.0,1.7860016,nan
1599639800.0,1.5996398,nan
2300267400.0,2.3002674,nan
2239739000.0,2.239739,nan
1758482200.0,1.7584822000000002,nan
2541286600.0,2.5412866000000003,nan
1627005200.0,1.6270052000000002,nan
1707943500.0,1.7079435,nan
