time_ns;time_s;Length;avg_time;std_time;avg_length;std_length
11207520100;11,2075201;14,25175669;;;;
11449493300;11,4494933;14,36047862;;;;
10649310800;10,6493108;14,76036615;;;;
10380985200;10,3809852;14,23111029;;;;
11869382100;11,8693821;14,35706201;;;;
10158357000;10,158357;14,40803025;;;;
9944245400;9,9442454;14,29228335;;;;
11113458300;11,1134583;14,36760069;;;;
12058729700;12,0587297;14,16366525;;;;
10896846500;10,8968465;14,58922955;;;;
9903606300;9,9036063;14,63647954;;;;
11130520500;11,1305205;14,12766143;;;;
10817443700;10,8174437;14,68758388;;;;
10172022300;10,1720223;14,18669709;;;;
10959827400;10,9598274;14,5174605;;;;
10761224300;10,7612243;14,13081305;;;;
10587703100;10,5877031;14,33936328;;;;
10197305200;10,1973052;14,79390516;;;;
6820146400;6,8201464;14,54440446;;;;
10596950700;10,5969507;14,47813838;;;;
11989941900;11,9899419;14,45149063;;;;
10450768600;10,4507686;14,44503998;;;;
10437497700;10,4374977;14,13379844;;;;
11005792900;11,0057929;14,39645718;;;;
12087375400;12,0873754;14,02580103;;;;
11127558400;11,1275584;14,21273052;;;;
10764655000;10,764655;14,42121843;;;;
8885531500;8,8855315;14,28806371;;;;
9989551700;9,9895517;14,1534674;;;;
10768170500;10,7681705;13,96249593;;;;
10041055800;10,0410558;14,05918279;;;;
9494490600;9,4944906;14,20546722;;;;
8910689400;8,9106894;14,74270272;;;;
11677075900;11,6770759;14,70231202;;;;
10518153000;10,518153;14,20922681;;;;
11106802700;11,1068027;14,34991511;;;;
11158855600;11,1588556;14,28860147;;;;
10290542400;10,2905424;14,25944881;;;;
11204609700;11,2046097;14,28685147;;;;
10066268600;10,0662686;14,87126133;;;;
9762845700;9,7628457;14,24664295;;;;
10404854800;10,4048548;14,34439426;;;;
10297821400;10,2978214;14,41985641;;;;
9823605200;9,8236052;14,39433093;;;;
10715420200;10,7154202;13,96247777;;;;
11444560400;11,4445604;14,03890885;;;;
11601243500;11,6012435;14,03816819;;;;
12326216100;12,3262161;14,4079919;;;;
11475735200;11,4757352;14,19732218;;;;
10246340900;10,2463409;14,01707402;;;;
10966861000;10,966861;14,2976975;;;;
9210059600;9,2100596;14,41137701;;;;
8836331500;8,8363315;14,13133061;;;;
10334407700;10,3344077;14,09939494;;;;
9877972100;9,8779721;14,77072107;;;;
11923964700;11,9239647;13,97434206;;;;
12134149500;12,1341495;14,07487045;;;;
10648941700;10,6489417;14,05554737;;;;
11641019700;11,6410197;14,32593394;;;;
11358759000;11,358759;14,06570613;;;;
11793797000;11,793797;14,39546389;;;;
11190653300;11,1906533;14,51554513;;;;
9651064200;9,6510642;14,16754366;;;;
11114488300;11,1144883;14,59815065;;;;
11555117300;11,5551173;14,03435203;;;;
11535664600;11,5356646;13,94929212;;;;
10347030900;10,3470309;14,26637274;;;;
12633347800;12,6333478;14,63249959;;;;
12478360100;12,4783601;14,5883306;;;;
10891065600;10,8910656;14,35012278;;;;
10079678800;10,0796788;14,12326598;;;;
8531849100;8,5318491;14,47728145;;;;
8967680200;8,9676802;14,58409134;;;;
9780127500;9,7801275;13,9000439;;;;
7258724100;7,2587241;14,69740365;;;;
8030184300;8,0301843;14,38795214;;;;
11093662000;11,093662;14,24311375;;;;
11133443200;11,1334432;14,48638483;;;;
8328229700;8,3282297;14,68528143;;;;
11272997400;11,2729974;14,55909811;;;;
10110385900;10,1103859;14,34583036;;;;
11919786900;11,9197869;14,63578303;;;;
9584299500;9,5842995;14,53372816;;;;
11068014700;11,0680147;14,73851196;;;;
11540898400;11,5408984;14,57301013;;;;
10903951500;10,9039515;14,30279075;;;;
11756752200;11,7567522;14,36876131;;;;
11892607300;11,8926073;14,17772591;;;;
11546853600;11,5468536;14,49669299;;;;
10021381400;10,0213814;14,35435899;;;;
11255069800;11,2550698;13,95160008;;;;
8906548700;8,9065487;14,3845688;;;;
10549223000;10,549223;14,85400858;;;;
9697774100;9,6977741;14,77851156;;;;
11905091700;11,9050917;14,14388847;;;;
9884737600;9,8847376;14,15885062;;;;
11124753500;11,1247535;14,47594926;;;;
9971812000;9,971812;14,46459923;;;;
9127657700;9,1276577;14,87237279;;;;
10617025300;10,6170253;14,53144402;;;;
;;;;;;
;10,59733366;14,35748288;;;;
;1,080986414;0,238482232;;;;
;;0;;;;
